palavra,tf,dicts,corpus,title,dmap
arremata,20629,0.99,0.2922,0.0022,bcdfhij
arrematar,39484,1,0.1126,0,abcdfghijklmnoqrst
arrematação,25678,1,0.002,0,acdghijklmoqrst
arremate,46307,1,0.0658,0,abcdfhijklmoqrst
arrematou,24369,0.99,0.0212,0,bcdfhij
arremedo,20710,1,0.5732,0,abcdfhijklmoqst
arremessa,21026,0.99,0.7078,0.0022,bcdfhij
arremessado,27065,1,0.1126,0,abcdhijlmqst
arremessar,34129,1,0.1126,0,abcdghijklmnoqrst
arremesso,84601,1,0.2922,0,abcdfghijklmnoqrst
arremessos,38624,0.99,0.1126,0,bcdhijs
arrendamento,224008,1,0.0658,0,abcdhijklmnoqrst
arrendar,54654,1,0.0658,0,abcdfghijklmoqrst
arrendatário,24934,1,0.8137,0.0041,abcdghijklmnoqrst
arrependa,38790,0.99,0.0119,0,bcdfhij
arrepende,81192,0.999,0.2922,0,bcdfhijm
arrepender,292732,1,0.1126,0,abcdghijkmoqrs
arrependeu,65268,0.99,0.1126,0,bcdhijm
arrependi,94083,0.99,0.0037,0,bcdfhij
arrependida,50001,0.9089,0.0376,0.0051,bcdhij
arrependido,158675,1,0.4268,0.0073,abcdhijklmnoqst
arrependidos,22661,0.9089,0.0212,0,bcdhij
arrependimento,376075,1,0.4268,0,abcdhijklmnoqrst
arrependimentos,40833,0.9089,0.0212,0,bcdhij
arrependo,150415,0.99,0.0212,0,bcdfhij
arrepia,43427,1,0.0658,0.0044,bcdfghijlmqs
arrepiada,27544,0.9089,0.0119,0,cdfghj
arrepiado,31287,1,0.1126,0,abcdfhijklmoqst
arrepiante,31287,1,0.0212,0,acdhjkmoqst
arrepiar,92186,1,0.1126,0,abcdfghijklmnoqrst
arrepio,111377,1,0.1863,0.0045,abcdfghijklmnoqrst
arrepios,65359,0.999,0.0658,0,bcdfhijq
arresto,22252,1,0.1126,0.0042,acdfghjklmoqrst
arriba,23531,1,0.2922,0,abcdfghijklmoqst
arrimo,24546,1,0.0658,0,abcdfghijklmnoqst
arrisca,140167,0.99,0.9342,0.0044,bcdfhij
arriscada,60895,0.99,0.1126,0,bcdfhij
arriscadas,24514,0.9089,0.0376,0,bcdhij
arriscado,120903,1,0.2922,0,abcdfhijkmnoqrst
arriscam,54639,0.99,0.0658,0,bcdfhij
arriscando,56171,0.9089,0.0658,0,bcdhij
arriscar,412757,1,0.4268,0,abcdfghijklmoqrst
arriscaria,31722,0.9089,0.0066,0,bcdhij
arrisco,94986,0.99,0.0212,0.0059,bcdfhij
arriscou,72165,0.99,0.0658,0,bcdfhij
arrisque,31316,0.99,0.0066,0,bcdfhij
arrisquei,35964,0.99,0.0037,0,bcdfhij
arritmia,31892,1,0.1863,0,abcdfghijklmoqrs
arritmias,34355,0.5,0.0212,0,cdfhj
arroba,46686,1,0.0658,0,abcdfghijklmoqrs
arrocha,54983,0.99,0.0212,0.0038,bcdfhij
arrocho,26782,1,0.0658,0.0041,abcdfhijklmnoqrst
arrogante,211464,1,0.1863,0,abcdfhijklmoqrst
arrogantes,64404,0.9089,0.1863,0,bcdhij
arrogância,244416,1,0.9788,0,abcdghijklmnoqrst
arroio,20638,1,0.0658,0,abcdfghijklmoqst
arroios,24535,1,0.0212,0.0059,bcdfhijlmq
arrojada,38360,0.9999,0.0658,0,bcdfhijlq
arrojadas,22133,0.99,0.0066,0,bcdfhij
arrojado,90761,1,0.1126,0,abcdfhijklmnoqrst
arrojados,23796,0.99,0.0212,0,bcdfhij
arrojo,21849,1,0.0376,0,abcdfhijklmnoqrst
arroladas,20289,0.99,0.0066,0,bcdfhij
arromba,37463,1,0.9342,0.0044,abcdfghijklmoqs
arrombada,69516,1,0.0212,0,bcdfhijlmoqs
arrombado,45204,1,0.0066,0,abcdfhijkmo
arrombamento,27409,1,0.0212,0,abcdhijklmoqrst
arrombando,35818,0.9089,0.0037,0,bcdhij
arrombar,38905,1,0.0376,0,abcdfghijklmnoqrst
arroz,1403781,1,0.4268,0,abcdfghijklmopqrs
arruda,51095,1,0.0658,0,abcdfghijklmoqrs
arruela,24798,1,0.2922,0.0049,abcdfhijklmoqrst
arruinada,24371,0.5,0.0212,0,cdfhj
arruinado,29430,1,0.0376,0,abcdfhijkmnoqst
arruinar,56512,1,0.0658,0,abcdfghijklmoqrst
arruinou,24951,0.99,0.0119,0,bcdfhij
arruma,158061,0.9999,0.9342,0,bcdfghijk
arrumada,86026,0.999,0.0212,0,bcdfhijo
arrumadas,27442,0.99,0.0119,0,bcdfhij
arrumadinha,21106,0.001,0.0066,0.3647,cj
arrumadinho,43330,0.001,0.0212,0.2936,cj
arrumado,127581,1,0.2922,0,abcdfghijkmnoqst
arrumados,38140,0.99,0.0212,0,bcdfhij
arrumam,25882,0.99,0.0212,0.0041,bcdfhij
arrumamos,21323,0.99,0.0066,0,bcdfhij
arrumando,113058,0.99,0.0658,0,bcdfhij
arrumar,832278,1,0.2922,0.0051,abcdfghijklmoqrst
arrumava,26711,0.99,0.0119,0,bcdfhij
arrumação,167608,1,0.2922,0,abcdfghijklmnoqrst
arrume,61071,0.99,0.0212,0,bcdfhij
arrumei,98630,0.99,0.0119,0.0056,bcdfhij
arrumo,49216,1,0.0376,0,bcdfhijlmoqs
arrumou,96872,0.99,0.1126,0.0046,bcdfhij
ars,38412,0.9089,0.0002,0.0044,cdghjk
arsenal,346265,1,0.2922,0.243,abcdfghijklmoqrst
arsênio,34142,1,0.9997,0.0117,abcdfghijklmoqrs
art,5359690,0.99,0.9934,0,cdghjkm
arte,8622102,1,0.9989,0.3342,abcdfghijklmnoqrst
artefato,89260,1,0.0658,0,abcdfhijkmnoqrst
artefatos,173596,1,0.0658,0,bcdfghijkm
arteira,47203,0.99,0.0212,0.0072,bcdfhij
arterial,453959,1,0.2922,0.002,abcdfghijklmoqrst
artes,3424482,1,0.9994,0.3199,bcdfghijmps
artesa,63321,1,0.0376,0,bcdfghijklmoqs
artesanais,238638,0.9089,0.1863,0,bcdhij
artesanal,317811,1,0.4268,0,abcdfghijkmoqrs
artesanalmente,46739,0.0911,0.0376,0,acjs
artesanato,728083,1,0.2922,0,abcdghijkmoqrs
artesanatos,183903,0.9089,0.0212,0.0262,bcdhij
artesiano,25072,1,0.0658,0,abcdfghijklmors
artesão,135558,1,0.2922,0.0133,abcdfghijklmnoqrst
artesãos,151696,0.99,0.0658,0,bcdfhij
artesãs,36813,0.99,0.002,0.0084,bcdfhij
articula,86084,0.999,0.9624,0.0023,bcdfhijm
articulada,113265,0.9089,0.1126,0,bcdhij
articuladas,56968,0.9089,0.1863,0,bcdhij
articulado,117973,1,0.2922,0,abcdghijklmoqrst
articulador,43016,1,0.2922,0,acdhjmoqrst
articuladores,26942,0.001,0.0066,0,cj
articulados,72866,0.999,0.1126,0,bcdhijqs
articulam,45968,0.99,0.0119,0,bcdfhij
articulando,54000,0.9089,0.0376,0,bcdhij
articular,246802,1,0.2922,0,abcdfghijklmnoqrst
articulares,50786,0.9089,0.0658,0,bcdhij
articulação,609056,1,0.4268,0,abcdghijklmnoqrst
articulações,298440,0.5,0.1863,0,bcdhj
articulista,48962,1,0.0066,0,abcdhijklmoqs
artificiais,297514,0.99,0.4268,0.0082,bcdhijm
artificial,537131,1,0.5732,0.002,abcdghijklmoqrst
artificialmente,73763,1,0.2922,0,acdhjlmqrs
artifício,204590,1,0.9994,0.0019,abcdfghijklmnoqrst
artifícios,91244,0.99,0.1863,0,bcdhjqt
artigo,9047769,1,0.4268,0,abcdfghijklmnoqrst
artigos,6679217,0.99,0.4268,0.3344,bcdfhij
artilharia,128027,1,0.1863,0,abcdghijklmoqrst
artilheiro,209590,1,0.1126,0,abcdghijklmoqrs
artilheiros,44782,0.99,0.0658,0.0051,bcdghij
artimanha,23052,1,0.0658,0,abcdfghijklmnoqrst
artimanhas,57097,0.99,0.0658,0,bcdghij
artista,2825683,1,0.4268,0.3122,abcdfhijklmnoqrst
artistas,2388939,0.99,0.4268,0.0021,bcdfhij
artisticamente,29895,0.999,0.0376,0,acjlmqrs
artrite,153299,1,0.4268,0.0067,abcdfghijklmoqrs
artrose,47504,1,0.1126,0.0047,abcdfghijkmoqs
artrópodes,20938,0.999,0.0376,0.004,cdhjmqrs
artéria,116094,1,0.9881,0.0121,abcdfghijklmoqrst
artérias,160056,0.999,0.2922,0,bcdfghjq
artículo,42771,1,0.9342,0.0023,abcdfghijklmoqst
artículos,21199,0.01,0.0119,0,cfj
artífice,28397,1,0.9342,0.0044,abcdfghijklmnoqrst
artífices,21986,0.9089,0.0658,0,bcdfhj
artística,738328,0.999,0.9934,0,bcdfhijm
artísticas,357252,0.9089,0.1863,0.0029,bcdhij
artístico,574813,1,0.9963,0,abcdfghijklmoqrst
artísticos,201140,0.9089,0.1863,0.0055,bcdhij
aruanda,22473,1,0.0006,0.0063,cdfghijkmo
aruanã,23572,1,0.7078,0.4863,cdfghijkmoqrs
arvoredo,20155,1,0.0212,0,abcdfghijklmnoqrst
arábia,203536,1,0.9997,0.1376,abcdfghijoqrs
arábica,37441,0.999,0.0658,0.0055,cdfghjms
as,306854035,1,1,0.1815,abcdghijklmopqrst
asa,596689,1,0.9997,0.3455,abcdfghijlmoqrst
asas,778209,1,0.4268,0,bcdfghijmr
ascende,35826,0.99,0.7078,0.0022,bcdfhij
ascendente,158631,1,0.2922,0,abcdghijklmnoqrst
ascendentes,57135,0.99,0.4268,0.0043,bcdhijq
ascender,64168,1,0.5732,0,abcdfghijklmoqrst
ascendeu,39245,0.99,0.1126,0,bcdfhij
ascendência,99566,1,0.8137,0.008,abcdghijklmnoqrst
ascensor,24474,1,0.0212,0,acdfghijklmoqrst
ascensão,510500,1,0.4268,0,abcdfghijklmoqrst
ascenção,29370,0.001,0.0119,0,qr
ascii,346916,0.9999,0.0119,0,cdfghjkor
asco,32793,1,0.1863,0.004,abcdfghijklmoqrst
asfaltada,38887,0.99,0.0376,0,bcdfhij
asfaltadas,21568,0.9089,0.0376,0,bcdhij
asfaltamento,32746,1,0.0037,0,abcdhijkmoqt
asfalto,453030,1,0.4268,0.0082,abcdfghijklmoqrst
asfixia,65415,1,0.9788,0.0024,abcdfhijklmoqrst
asfáltica,47453,0.01,0.002,0.1769,cfj
asi,60221,0.01,0.0119,0.3225,cfj
asilo,155852,1,0.4268,0.0037,abcdfghijklmoqrst
asilos,33587,0.999,0.1126,0,bcdfghij
asiática,146764,1,0.9963,0.0047,bcdfghijlmqrs
asiáticas,78392,0.99,0.1126,0.013,bcdfghj
asiático,162703,1,0.9788,0.0038,abcdfghijklmoqrs
asiáticos,135633,0.99,0.1126,0.0076,bcdfhjq
asma,204961,1,0.4268,0,abcdfghijklmnopqrs
asneira,69814,1,0.7078,0.0041,bcdfhijklmnoqst
asneiras,75363,0.999,0.0658,0,bcdfhijn
asno,25270,1,0.0658,0,abcdfghijklmnoqrs
aspargos,26766,0.999,0.0037,0,bcdfghij
aspas,173273,1,0.4268,0,bcdfghijqrs
aspecto,2248505,1,0.4268,0.0065,abcdfghijklmnoqrst
aspectos,2879127,0.999,0.4268,0.0021,bcdfhijm
aspereza,25228,1,0.1126,0,abcdfghijklmnoqrst
aspersão,26655,1,0.1863,0,abcdfghijklmoqrst
aspeto,82697,1,0.0066,0,acdfghijkmoqst
aspetos,67383,0.01,0.0212,0.149,cfj
aspira,50646,0.99,0.9342,0,bcdfhij
aspirado,33655,1,0.1126,0,bcdfhijkmoqst
aspirador,88702,1,0.1863,0,abcdfhijklmoqrs
aspiradores,28513,0.9089,0.0212,0.0059,bcdhij
aspiram,24391,0.99,0.0658,0.0041,bcdfhij
aspirante,71944,1,0.1863,0,abcdfghijklmoqst
aspirantes,53262,0.99,0.0658,0,bcdghij
aspirar,59889,1,0.1863,0.0043,abcdfghijklmnoqrst
aspiração,151307,1,0.4268,0,abcdfghijklmoqrst
aspirações,180649,0.5,0.1126,0,bcdhj
aspirina,50620,1,0.0658,0,abcdfghijklmors
asqueroso,20620,1,0.0658,0,abcdfghijklmoqst
assa,35770,1,0.9342,0.0045,bcdfghijlmqs
assada,119186,0.9999,0.4268,0,bcdfghijm
assadas,58828,0.999,0.0376,0.0043,bcdfghij
assadeira,165610,1,0.0119,0,abcdfhijklmoqrst
assado,239341,1,0.5732,0,abcdfghijklmoqrs
assados,81845,0.999,0.1863,0.0049,bcdfhijs
assai,26089,0.9999,0.002,0.0076,bcdfghijs
assalariado,96303,1,0.2922,0.0043,abcdhijklmoqrst
assalariados,56404,0.9089,0.1126,0,bcdhij
assalta,39930,0.999,0.8874,0.0043,bcdfhijq
assaltada,61462,1,0.0658,0,bcdfhijlmnoqst
assaltado,98090,1,0.1126,0,abcdfhijmnoqt
assaltados,27246,0.9089,0.0212,0,bcdhij
assaltam,32324,0.99,0.0212,0,bcdfhij
assaltante,85951,1,0.2922,0,abcdghijkmnoqrst
assaltantes,159748,0.9089,0.0658,0,bcdhij
assaltar,86466,1,0.1126,0,abcdfhijklmnoqrst
assaltaram,24833,0.9089,0.0376,0,bcdhij
assalto,679701,1,0.4268,0.0075,abcdfghijklmnoqrst
assaltos,214971,0.999,0.2922,0,bcdfhijp
assaltou,22374,0.99,0.0119,0,bcdfhij
assando,23443,0.99,0.0212,0.0042,bcdfhij
assanhada,29019,0.999,0.0037,0,bcdfhijn
assar,222982,1,0.1863,0,abcdfghijklmnoqrst
assassina,109570,1,0.9342,0.0021,bcdfghijqr
assassinada,115080,0.9089,0.1863,0.0045,bcdhij
assassinadas,56447,0.9089,0.0658,0,bcdhij
assassinado,403867,1,0.4268,0.0024,bcdhijklmqrst
assassinados,131521,0.9089,0.1126,0,bcdhij
assassinar,91408,1,0.1126,0,abcdghijklmnoqrst
assassinas,27293,0.99,0.0376,0,bcdghij
assassinato,655329,1,0.5732,0.0052,abcdghijklmoqrst
assassinatos,266398,0.9089,0.1126,0,bcdhij
assassino,442265,1,0.5732,0,abcdfghijklmoqrst
assassinos,230628,0.9089,0.2922,0,bcdhij
assassinou,41689,0.9089,0.0376,0,bcdhij
assassínio,30243,1,0.9624,0,abcdghijklmnoqrst
assaz,27981,1,0.1863,0,abcdfghijklmoqrst
asse,53693,1,0.0658,0.004,bcdfhijlmoqs
asseclas,20118,0.99,0.0119,0,bcdfhij
assediado,25806,1,0.0212,0,abcdfhijkmnqt
assegura,369001,0.999,0.9881,0.002,bcdfhijm
assegurada,169067,0.9089,0.1126,0,bcdhij
asseguradas,36416,0.9089,0.0119,0.0044,bcdhij
assegurado,202851,1,0.1863,0,abcdhijkmnoqst
assegurados,83195,0.9089,0.0658,0.0044,bcdhij
asseguram,91703,0.99,0.0658,0,bcdfhij
asseguramos,22598,0.9089,0.0066,0.0048,bcdhij
assegurando,183928,0.9089,0.0658,0.0041,bcdhij
assegurar,983068,1,0.2922,0,abcdfghijklmnoqrst
assegurara,20389,0.9089,0.8137,0.0028,bcdhij
assegure,59406,0.999,0.0376,0,bcdfhijm
assegurem,41025,0.99,0.0212,0,bcdfhij
asseguro,24984,0.99,0.0037,0,bcdfhij
assegurou,141920,0.999,0.0376,0,bcdfhijm
asseio,23194,1,0.0376,0,abcdfhijklmnopqrst
assembleias,158029,0.5,0.1126,0.0354,cdhij
assembléia,1275422,1,0.9994,0.2363,abcdghijklmnoqrst
assemelha,167749,0.999,0.9342,0.002,bcdfhijm
assemelhados,37173,0.9089,0.0037,0,bcdhij
assemelham,74538,0.99,0.1863,0,bcdhijm
assemelhar,27776,1,0.1863,0,abcdghijklmoqrst
assenta,148933,0.9999,0.8874,0.0044,bcdfghijm
assentada,51476,1,0.0658,0,bcdfhijklmoqst
assentadas,27927,0.9089,0.0212,0,bcdhij
assentado,89511,1,0.0658,0,abcdfghijkmnoqst
assentados,60843,0.9089,0.0658,0,bcdhij
assentam,29512,0.99,0.0376,0,bcdfhij
assentamento,147914,1,0.2922,0,abcdhijklmnoqrst
assentamentos,133915,0.9089,0.0376,0,bcdhij
assentar,92211,1,0.4268,0,abcdfghijklmoqrst
assente,110934,1,0.1126,0.0048,bcdfhijklmoqst
assentes,30244,0.99,0.0376,0,bcdfhij
assentiu,33795,0.99,0.0119,0,bcdfhij
assento,457485,1,0.4268,0.0189,abcdfhijklmoqrst
assentos,216921,1,0.1126,0,bcdfghijkm
assentou,83788,0.99,0.1126,0,bcdfhij
assepsia,28004,1,0.1863,0.0083,abcdfhijklmoqs
assertiva,68411,1,0.1126,0,acdfhjkmnoqst
assertivas,33315,0.0911,0.0119,0,cdhj
assertividade,27884,0.9999,0.0119,0,acdhjmoqs
assertivo,22418,1,0.1863,0,acdfghijklmoqrst
assessor,328484,1,0.1863,0,abcdfghijklmnoqrst
assessora,122067,1,0.9342,0.0021,bcdfghijmq
assessoramento,57923,1,0.0119,0,abcdhijkmoqrt
assessorar,50308,1,0.1126,0,abcdghijkmoqrst
assessores,193979,0.999,0.1126,0,bcdghijm
assessoria,757953,1,0.7078,0.0033,abcdghijkmoqrst
assessorias,44379,0.9089,0.0212,0,bcdhij
assevera,43918,0.999,0.2922,0.0027,bcdfhijm
asseverou,21625,0.99,0.0037,0,bcdfhij
assi,20565,0.01,0.0037,0.1996,lmq
assiduamente,22242,1,0.0376,0,acdghijklmqrst
assiduidade,72793,1,0.2922,0.0052,abcdghijklmoqrst
assim,34684666,1,0.5732,0.0014,abcdfghijklmopqrst
assimetria,50184,1,0.1126,0.004,abcdghijklmoqrst
assimetrias,32129,0.9089,0.0037,0.0046,bcdhij
assimila,26017,0.99,0.9881,0.0022,bcdfhij
assimilada,23917,0.9089,0.1126,0,bcdhij
assimilado,33155,1,0.1126,0,bcdghijkoqt
assimilados,23478,0.9089,0.1126,0.0044,bcdhij
assimilar,106732,1,0.2922,0,abcdfghijklmnoqrst
assimilação,127871,1,0.2922,0.0081,abcdghijklmnoqrst
assimétrica,35457,0.5,0.1126,0,bcdhj
assimétricas,24472,0.9089,0.1863,0,bcdhjm
assimétrico,28577,1,0.7078,0.004,abcdhijklmnoqrst
assina,338878,1,0.9788,0,bcdfghijnq
assinada,429564,0.999,0.1863,0,bcdfhijp
assinadas,75623,0.99,0.0119,0,bcdfhij
assinado,1767807,1,0.4268,0,abcdfghijklmnoqst
assinados,188299,0.99,0.1126,0,bcdfhij
assinala,161848,0.99,0.9624,0.0025,bcdfhij
assinalada,45570,0.0911,0.0658,0,cdhj
assinaladas,30357,0.0911,0.0376,0.0397,cdhj
assinalado,80195,1,0.1126,0,abcdhijklmnoqst
assinalados,49550,0.0911,0.0212,0.0384,cdhj
assinalam,33836,0.99,0.0212,0,bcdfhij
assinalando,37828,0.9089,0.0376,0.0047,bcdhij
assinalar,177455,1,0.1863,0,abcdfghijklmnoqrst
assinale,108516,0.99,0.0212,0,bcdfhij
assinalou,96627,0.99,0.0658,0,bcdfhij
assinalável,20205,1,0.002,0.004,acdghijklmqst
assinam,144641,0.99,0.0212,0.0045,bcdfhij
assinando,71406,0.99,0.0376,0,bcdfhij
assinante,154817,1,0.1863,0,abcdfghijklmoqrst
assinantes,278082,0.9089,0.0658,0,bcdhij
assinar,902251,1,0.4268,0.0178,abcdfghijklmnoqrst
assinara,23956,0.99,0.7078,0.0021,bcdfhij
assinaram,167654,0.99,0.0658,0,bcdfhij
assinarem,23120,0.99,0.0212,0,bcdfhij
assinatura,1384066,1,0.4268,0,abcdghijklmnoqrst
assinaturas,561932,0.9089,0.4268,0.0878,bcdhij
assinava,26504,0.99,0.0376,0,bcdfhij
assine,188392,0.99,0.0376,0,bcdfhij
assinei,59879,0.99,0.0212,0.0049,bcdfhij
assinem,23168,0.99,0.0119,0.0045,bcdfhij
assino,62827,0.99,0.0212,0,bcdfhij
assinou,410466,0.999,0.4268,0.0025,bcdfhijp
assintomática,21055,0.001,0.0037,0,cj
assista,1129639,0.99,0.0658,0.345,bcdfhij
assistam,78980,0.99,0.0212,0,bcdfhij
assiste,414178,0.999,0.2922,0.0037,bcdfhijp
assistem,135115,0.99,0.2922,0,bcdfhij
assistenciais,99498,0.9089,0.2922,0,bcdhij
assistencial,124815,1,0.0376,0,abcdghijkmoqs
assistencialismo,26682,0.999,0.0037,0,acdhjoqs
assistente,684192,1,0.4268,0,abcdghijklmnopqrst
assistentes,270919,0.999,0.1126,0.0176,bcdghijp
assisti,766752,0.99,0.0658,0.0248,bcdfhij
assistia,132140,0.999,0.1126,0.0038,bcdfhijm
assistiam,37820,0.99,0.0658,0,bcdfhij
assistida,209905,1,0.1863,0,bcdfghijlmqs
assistidas,41759,0.9089,0.0119,0,bcdhij
assistido,267196,1,0.5732,0,abcdfghijkmoqst
assistidos,95189,0.9089,0.0658,0,bcdhij
assistimos,152895,0.9089,0.1126,0.004,bcdhij
assistindo,566590,0.999,0.1126,0,bcdhijmp
assistir,3243679,1,0.5732,0,abcdfghijklmoqrst
assistira,20720,0.99,0.8874,0.0021,bcdfhij
assistiram,145113,0.9089,0.0658,0,bcdhij
assistirem,69254,0.9089,0.0376,0,bcdhij
assistiu,326479,0.99,0.2922,0,bcdfhij
assisto,205375,0.99,0.0658,0.0051,bcdfhij
assistência,3292388,1,0.998,0.3325,abcdghijklmnoqrst
assistências,108236,0.5,0.0376,0,bcdhj
assoalhadas,46382,0.001,0.0037,0.2902,cj
assoalho,100071,1,0.1126,0,abcdfhijklmoqrt
assobiar,25233,1,0.0376,0,abcdfhijklmoqrst
assobio,31936,1,0.1863,0.0044,abcdfghijklmoqrst
assobios,20263,0.9999,0.0658,0,bcdfghijk
associa,181318,0.99,0.9963,0.005,bcdfhij
associada,757408,0.999,0.2922,0,bcdfghij
associadas,556004,0.999,0.2922,0,bcdghijq
associado,976695,1,0.5732,0,abcdfghijkmoqrst
associados,1351721,0.999,0.2922,0,bcdghijm
associam,78421,0.99,0.1126,0,bcdfhij
associando,66656,0.9089,0.0658,0,bcdhij
associar,269071,1,0.2922,0,abcdfghijklmnoqrst
associaram,30843,0.9089,0.0376,0,bcdhij
associativa,47759,0.99,0.1126,0.0047,bcdhijr
associativas,27896,0.9089,0.0119,0,bcdhij
associativismo,34333,1,0.0037,0,abcdhijoqs
associativo,53559,1,0.0376,0.0053,abcdghijkmoqrst
associação,1450955,1,0.4268,0.006,abcdghijklmnopqrst
associações,970428,0.9089,0.1863,0.2079,bcdhjq
associe,38872,0.99,0.1126,0.0063,bcdfhij
associou,59003,0.99,0.0376,0,bcdfhij
assola,78550,0.99,0.4268,0,bcdfhij
assolam,34780,0.99,0.0658,0.0041,bcdfhij
assolou,25421,0.99,0.0658,0.0041,bcdfhij
assombra,50162,0.999,0.9342,0.0022,bcdfghij
assombrada,46400,0.999,0.0119,0,bcdhijqr
assombrado,45265,1,0.0658,0,abcdghijkmnoqt
assombrados,22122,0.9089,0.0212,0.0047,bcdhij
assombram,20130,0.99,0.0376,0,bcdfhij
assombrar,30349,1,0.2922,0,abcdfghijklmoqrst
assombração,29709,1,0.1863,0.0044,abcdhijklmnoqrst
assombro,44188,1,0.1126,0,abcdfghijklmnoqrst
assombrosa,26410,0.9089,0.0119,0,bcdhij
assombroso,27461,1,0.1863,0,abcdhijklmoqrst
assopra,33075,0.99,0.5732,0.0031,bcdfhij
assoreamento,26758,1,0.0066,0,abcdhijklmoqs
assuma,143875,0.99,0.0658,0,bcdfhij
assumam,48136,0.99,0.0376,0.0043,bcdfhij
assume,894133,0.99,0.1863,0,bcdfhij
assumem,225789,0.99,0.1126,0.0033,bcdfhij
assumi,69654,0.99,0.0658,0,bcdfhij
assumia,38233,0.99,0.0376,0.0041,bcdfhij
assumida,132830,0.99,0.0658,0,bcdfhij
assumidamente,33245,0.9999,0.0212,0,acdghijkr
assumidas,72012,0.99,0.0376,0,bcdfhij
assumido,229412,1,0.2922,0,bcdfhijmoqrt
assumidos,106248,0.99,0.1863,0,bcdfhij
assumimos,57781,0.99,0.0376,0,bcdfhij
assumindo,306645,0.99,0.2922,0,bcdfhij
assumir,1482065,1,0.4268,0.0045,abcdfghijklmoqrst
assumira,80984,0.99,0.9881,0.0021,bcdfhij
assumiram,107402,0.99,0.0376,0,bcdfhij
assumirem,58417,0.99,0.0658,0,bcdfhij
assumiria,27235,0.99,0.0212,0,bcdfhij
assumisse,29640,0.99,0.0658,0,bcdfhij
assumiu,790421,0.99,0.2922,0.0034,bcdfhij
assumo,63847,0.99,0.0212,0,bcdfhij
assunto,7494515,1,0.4268,0.3324,abcdfghijklmnoqrst
assuntos,2214605,1,0.4268,0,bcdfghijmp
assunção,379415,1,0.9788,0.4436,abcdfghijklmoqrst
assusta,284385,0.99,0.9934,0.0037,bcdfhij
assustada,165909,0.99,0.1126,0,bcdfhij
assustadas,22227,0.9089,0.0376,0,bcdhij
assustado,189714,1,0.2922,0,abcdfhijklmnoqrst
assustador,268041,1,0.5732,0,abcdhijklmoqrst
assustadora,148576,0.9089,0.1126,0.0044,bcdhij
assustadoramente,43625,0.9089,0.2922,0.0046,acjqrs
assustadoras,56588,0.9089,0.0376,0,bcdhij
assustadores,67189,0.9089,0.1126,0,bcdhij
assustados,72054,0.99,0.0658,0,bcdhijm
assustam,58991,0.99,0.0658,0,bcdfhij
assustando,42925,0.9089,0.0212,0,bcdhij
assustar,167545,1,0.2922,0,abcdfghijklmnoqrst
assustaram,20717,0.9089,0.0066,0,bcdhij
assustava,24681,0.99,0.0037,0,bcdfhij
assuste,51249,0.99,0.0658,0.0041,bcdfhij
assustei,45726,0.99,0.0037,0,bcdfhij
assustem,20008,0.99,0.0066,0,bcdfhij
assustou,117465,0.99,0.1126,0,bcdfhij
assédio,309384,1,0.9994,0.0052,abcdfghijklmnoqrst
assídua,56150,0.9089,0.0376,0.0045,bcdfhj
assíduo,82059,1,0.9881,0.0081,abcdfghijklmoqrst
assíduos,38467,0.9089,0.0119,0,bcdfhj
assíria,42538,1,0.2922,0.0139,abcdfhijqr
assírio,36501,1,0.2922,0.0075,abcdfghijklmoqs
assírios,30004,0.99,0.7078,0.0045,bcdfhij
astecas,39169,0.9999,0.1126,0.0052,bcdfghijq
asterisco,26402,1,0.0376,0.004,abcdfghijklmoqrs
asteroides,41010,0.9089,0.0066,0,cdhijq
asteróide,244457,1,0.9963,0.004,abcdfghijklmoqrst
astra,63193,0.0911,0.0066,0.0362,cfjm
astrais,34247,0.9089,0.0119,0.0048,cdfghj
astral,314409,1,0.4268,0,abcdfghijklmoqrst
astro,278104,1,0.4268,0.0025,abcdfghijklmnopqrst
astrologia,104627,1,0.2922,0.0039,abcdghijklmnoqrst
astrológico,22215,1,0.1863,0,abcdhijklmoqrs
astronauta,90814,1,0.1863,0,abcdghijkmoqrst
astronautas,95214,0.999,0.1126,0,bcdhijpq
astronomia,291935,1,0.9881,0.1033,abcdghijklmoqrst
astronômica,23064,0.9089,0.0658,0,bcdhjm
astronômicas,22797,0.5,0.0376,0,bcdhj
astronômico,39910,1,0.998,0,abcdghijklmoqrst
astronômicos,34544,0.5,0.1126,0,bcdhj
astros,312481,0.9999,0.2922,0,bcdfghijp
astrólogo,31377,1,0.9342,0.0083,abcdfghijklmnoqrs
astrólogos,27300,0.5,0.0066,0,bcdhj
astrônomo,80547,1,0.9999,0.0022,abcdfghijklmoqrst
astrônomos,81971,0.5,0.1126,0,bcdhj
astuto,39106,1,0.0658,0,abcdfghijklmoqrst
astúcia,72308,1,0.998,0.0041,abcdfghijklmnoqrst
ata,586004,1,0.9998,0.2103,abcdfghijklmnoqrst
ataca,419357,1,0.9999,0.003,abcdfghijkmoqst
atacada,156937,0.99,0.1126,0.0075,bcdfhij
atacadas,40409,1,0.1126,0,bcdfhijlmqs
atacadista,62497,1,0.1126,0,abcdghijklmoqst
atacadistas,36814,0.9089,0.0066,0,bcdhij
atacado,1087887,1,0.5732,0.3314,abcdfhijkmoqrst
atacados,98770,0.999,0.1863,0,bcdfhijp
